senti,date,weight
NK,2020-04-01,0
NL,2020-04-01,56
PH ,2020-04-01,0
NN,2020-03-31,234
NE,2020-03-31,31.5
ND,2020-03-31,133
PH,2020-03-31,337.0
PA,2020-03-31,147
PD,2020-03-31,79
NB,2020-03-31,83
PB,2020-03-31,64
PG,2020-03-31,102
NC,2020-03-31,138.0
NH,2020-03-31,9
PC,2020-03-31,21
NA,2020-03-31,35
PF,2020-03-31,13
PE,2020-03-31,68
PK,2020-03-31,55
NI,2020-03-31,19
NJ,2020-03-31,12
NG,2020-03-31,7
NK,2020-03-31,0
NL,2020-03-31,85
PH ,2020-03-31,0
NN,2020-03-30,341.0
NE,2020-03-30,54
ND,2020-03-30,55
PH,2020-03-30,409.5
PA,2020-03-30,149
PD,2020-03-30,71.5
NB,2020-03-30,42
PB,2020-03-30,52
PG,2020-03-30,120
NC,2020-03-30,147
NH,2020-03-30,11
PC,2020-03-30,15
NA,2020-03-30,51
PF,2020-03-30,0
PE,2020-03-30,22
PK,2020-03-30,52
NI,2020-03-30,8
NJ,2020-03-30,31.5
NG,2020-03-30,6
NK,2020-03-30,0
NL,2020-03-30,103.5
PH ,2020-03-30,0
NN,2020-03-29,292.0
NE,2020-03-29,36
ND,2020-03-29,54.5
PH,2020-03-29,679.0
PA,2020-03-29,175.5
PD,2020-03-29,121
NB,2020-03-29,101
PB,2020-03-29,66
PG,2020-03-29,151.5
NC,2020-03-29,124.5
NH,2020-03-29,23
PC,2020-03-29,13
NA,2020-03-29,14
PF,2020-03-29,15
PE,2020-03-29,61
PK,2020-03-29,97
NI,2020-03-29,0
NJ,2020-03-29,66
NG,2020-03-29,-3
NK,2020-03-29,0
NL,2020-03-29,146
PH ,2020-03-29,0
NN,2020-03-28,247
NE,2020-03-28,-2
ND,2020-03-28,59
PH,2020-03-28,476.5
PA,2020-03-28,131
PD,2020-03-28,80
NB,2020-03-28,50.5
PB,2020-03-28,50
PG,2020-03-28,115.5
NC,2020-03-28,132.5
NH,2020-03-28,9
PC,2020-03-28,15
NA,2020-03-28,29
PF,2020-03-28,3
PE,2020-03-28,70
PK,2020-03-28,95
NI,2020-03-28,16
NJ,2020-03-28,15
NG,2020-03-28,3
NK,2020-03-28,0
NL,2020-03-28,103.5
PH ,2020-03-28,0
NN,2020-03-27,195.5
NE,2020-03-27,25.5
ND,2020-03-27,56
PH,2020-03-27,557.5
PA,2020-03-27,124
PD,2020-03-27,78
NB,2020-03-27,49.5
PB,2020-03-27,38.5
PG,2020-03-27,117
NC,2020-03-27,127.5
NH,2020-03-27,18
PC,2020-03-27,11
NA,2020-03-27,18
PF,2020-03-27,0
PE,2020-03-27,26
PK,2020-03-27,78.5
NI,2020-03-27,17
NJ,2020-03-27,20
NG,2020-03-27,6
NK,2020-03-27,0
NL,2020-03-27,113.5
PH ,2020-03-27,0
NN,2020-03-26,193.5
NE,2020-03-26,29.5
ND,2020-03-26,49.0
PH,2020-03-26,588.5
PA,2020-03-26,95.5
PD,2020-03-26,173.5
NB,2020-03-26,64
PB,2020-03-26,79
PG,2020-03-26,162
NC,2020-03-26,135
NH,2020-03-26,17.0
PC,2020-03-26,0
NA,2020-03-26,39
PF,2020-03-26,7
PE,2020-03-26,144
PK,2020-03-26,125
NI,2020-03-26,24
NJ,2020-03-26,5
NG,2020-03-26,6
NK,2020-03-26,0
NL,2020-03-26,77.5
PH ,2020-03-26,0
NN,2020-03-25,220.5
NE,2020-03-25,43.0
ND,2020-03-25,52
PH,2020-03-25,561.0
PA,2020-03-25,176
PD,2020-03-25,116.5
NB,2020-03-25,59
PB,2020-03-25,53
PG,2020-03-25,88
NC,2020-03-25,152
NH,2020-03-25,13.5
PC,2020-03-25,0
NA,2020-03-25,10
PF,2020-03-25,15
PE,2020-03-25,61
PK,2020-03-25,139.5
NI,2020-03-25,7
NJ,2020-03-25,17.5
NG,2020-03-25,15
NK,2020-03-25,0
NL,2020-03-25,66
PH ,2020-03-25,0
NN,2020-03-12,142.5
NE,2020-03-12,47
ND,2020-03-12,39
PH,2020-03-12,300
PA,2020-03-12,92.5
PD,2020-03-12,82
NB,2020-03-12,40
PB,2020-03-12,22
PG,2020-03-12,76
NC,2020-03-12,103
NH,2020-03-12,-6
PC,2020-03-12,15
NA,2020-03-12,27
PF,2020-03-12,3
PE,2020-03-12,42
PK,2020-03-12,47
NI,2020-03-12,21
NJ,2020-03-12,25
NG,2020-03-12,24
NK,2020-03-12,0
NL,2020-03-12,60
PH ,2020-03-12,0
NN,2020-03-24,151.0
NE,2020-03-24,21.5
ND,2020-03-24,140
PH,2020-03-24,276.0
PA,2020-03-24,161
PD,2020-03-24,80
NB,2020-03-24,58.5
PB,2020-03-24,71.5
PG,2020-03-24,86.5
NC,2020-03-24,204
NH,2020-03-24,0
PC,2020-03-24,1
NA,2020-03-24,62.5
PF,2020-03-24,10
PE,2020-03-24,86
PK,2020-03-24,67
NI,2020-03-24,38
NJ,2020-03-24,33
NG,2020-03-24,0
NK,2020-03-24,0
NL,2020-03-24,180.5
PH ,2020-03-24,0
NN,2020-03-23,208.5
NE,2020-03-23,39
ND,2020-03-23,108
PH,2020-03-23,469
PA,2020-03-23,100
PD,2020-03-23,134
NB,2020-03-23,58.5
PB,2020-03-23,87.5
PG,2020-03-23,136
NC,2020-03-23,91.5
NH,2020-03-23,0
PC,2020-03-23,30.0
NA,2020-03-23,5
PF,2020-03-23,1
PE,2020-03-23,45
PK,2020-03-23,81
NI,2020-03-23,23
NJ,2020-03-23,27
NG,2020-03-23,8
NK,2020-03-23,0
NL,2020-03-23,117.5
PH ,2020-03-23,0
NN,2020-03-22,127.5
NE,2020-03-22,51
ND,2020-03-22,13
PH,2020-03-22,266.5
PA,2020-03-22,52
PD,2020-03-22,69
NB,2020-03-22,44
PB,2020-03-22,50
PG,2020-03-22,53
NC,2020-03-22,122
NH,2020-03-22,6
PC,2020-03-22,15
NA,2020-03-22,45
PF,2020-03-22,0
PE,2020-03-22,3
PK,2020-03-22,47
NI,2020-03-22,8
NJ,2020-03-22,14
NG,2020-03-22,7
NK,2020-03-22,0
NL,2020-03-22,68
PH ,2020-03-22,0
NN,2020-03-21,-3.5
NE,2020-03-21,24
ND,2020-03-21,20
PH,2020-03-21,223.5
PA,2020-03-21,37
PD,2020-03-21,5
NB,2020-03-21,20
PB,2020-03-21,93
PG,2020-03-21,74
NC,2020-03-21,22.5
NH,2020-03-21,10
PC,2020-03-21,0
NA,2020-03-21,17
PF,2020-03-21,3
PE,2020-03-21,67
PK,2020-03-21,39
NI,2020-03-21,7
NJ,2020-03-21,23
NG,2020-03-21,10
NK,2020-03-21,0
NL,2020-03-21,85
PH ,2020-03-21,0
NN,2020-03-20,327.5
NE,2020-03-20,68.0
ND,2020-03-20,81
PH,2020-03-20,370.5
PA,2020-03-20,104
PD,2020-03-20,119
NB,2020-03-20,35.5
PB,2020-03-20,76
PG,2020-03-20,113
NC,2020-03-20,207
NH,2020-03-20,10
PC,2020-03-20,7.5
NA,2020-03-20,44
PF,2020-03-20,4
PE,2020-03-20,54
PK,2020-03-20,59
NI,2020-03-20,19
NJ,2020-03-20,-4
NG,2020-03-20,0
NK,2020-03-20,0
NL,2020-03-20,84
PH ,2020-03-20,0
NN,2020-03-19,144.5
NE,2020-03-19,59
ND,2020-03-19,61
PH,2020-03-19,296.0
PA,2020-03-19,79
PD,2020-03-19,65
NB,2020-03-19,5
PB,2020-03-19,67
PG,2020-03-19,107
NC,2020-03-19,130
NH,2020-03-19,10
PC,2020-03-19,5
NA,2020-03-19,61
PF,2020-03-19,5
PE,2020-03-19,60
PK,2020-03-19,106
NI,2020-03-19,40
NJ,2020-03-19,33
NG,2020-03-19,0
NK,2020-03-19,0
NL,2020-03-19,112
PH ,2020-03-19,0
NN,2020-03-18,234.0
NE,2020-03-18,8
ND,2020-03-18,45.5
PH,2020-03-18,314.5
PA,2020-03-18,188.5
PD,2020-03-18,61.5
NB,2020-03-18,23
PB,2020-03-18,40
PG,2020-03-18,155
NC,2020-03-18,152
NH,2020-03-18,0
PC,2020-03-18,40
NA,2020-03-18,48
PF,2020-03-18,1
PE,2020-03-18,28
PK,2020-03-18,49.5
NI,2020-03-18,26
NJ,2020-03-18,21
NG,2020-03-18,0
NK,2020-03-18,0
NL,2020-03-18,68
PH ,2020-03-18,0
NN,2020-03-17,230.5
NE,2020-03-17,58
ND,2020-03-17,10
PH,2020-03-17,200
PA,2020-03-17,17
PD,2020-03-17,86
NB,2020-03-17,40.0
PB,2020-03-17,63.0
PG,2020-03-17,100
NC,2020-03-17,62
NH,2020-03-17,-5
PC,2020-03-17,0
NA,2020-03-17,16
PF,2020-03-17,1
PE,2020-03-17,41.5
PK,2020-03-17,75
NI,2020-03-17,18
NJ,2020-03-17,36
NG,2020-03-17,0
NK,2020-03-17,0
NL,2020-03-17,82.0
PH ,2020-03-17,0
NN,2020-03-16,223.0
NE,2020-03-16,32
ND,2020-03-16,77
PH,2020-03-16,401.75
PA,2020-03-16,74.5
PD,2020-03-16,96
NB,2020-03-16,52.5
PB,2020-03-16,26.5
PG,2020-03-16,73
NC,2020-03-16,76.5
NH,2020-03-16,19
PC,2020-03-16,8
NA,2020-03-16,27
PF,2020-03-16,0.5
PE,2020-03-16,50
PK,2020-03-16,69
NI,2020-03-16,22
NJ,2020-03-16,19
NG,2020-03-16,9
NK,2020-03-16,0
NL,2020-03-16,86
PH ,2020-03-16,0
NN,2020-03-15,244.5
NE,2020-03-15,67.0
ND,2020-03-15,108
PH,2020-03-15,433.0
PA,2020-03-15,105
PD,2020-03-15,44
NB,2020-03-15,53
PB,2020-03-15,46.5
PG,2020-03-15,165.5
NC,2020-03-15,91.5
NH,2020-03-15,5
PC,2020-03-15,10
NA,2020-03-15,37
PF,2020-03-15,6
PE,2020-03-15,85
PK,2020-03-15,94
NI,2020-03-15,-7
NJ,2020-03-15,35
NG,2020-03-15,-4
NK,2020-03-15,0
NL,2020-03-15,90
PH ,2020-03-15,0
NN,2020-03-14,284.0
NE,2020-03-14,21
ND,2020-03-14,70.5
PH,2020-03-14,503.5
PA,2020-03-14,96.5
PD,2020-03-14,60.5
NB,2020-03-14,79
PB,2020-03-14,113
PG,2020-03-14,226.5
NC,2020-03-14,127
NH,2020-03-14,12
PC,2020-03-14,16.5
NA,2020-03-14,14
PF,2020-03-14,1
PE,2020-03-14,52
PK,2020-03-14,35
NI,2020-03-14,12
NJ,2020-03-14,27.0
NG,2020-03-14,-2
NK,2020-03-14,0
NL,2020-03-14,142
PH ,2020-03-14,0
NN,2020-03-13,186.5
NE,2020-03-13,22
ND,2020-03-13,37.5
PH,2020-03-13,388.5
PA,2020-03-13,102.5
PD,2020-03-13,73
NB,2020-03-13,38.5
PB,2020-03-13,53
PG,2020-03-13,94
NC,2020-03-13,103
NH,2020-03-13,5
PC,2020-03-13,17
NA,2020-03-13,7
PF,2020-03-13,3
PE,2020-03-13,64
PK,2020-03-13,70
NI,2020-03-13,31
NJ,2020-03-13,27
NG,2020-03-13,-3
NK,2020-03-13,0
NL,2020-03-13,121
PH ,2020-03-13,0
NN,2020-03-11,64
NE,2020-03-11,9
ND,2020-03-11,41
PH,2020-03-11,107.5
PA,2020-03-11,99
PD,2020-03-11,27.5
NB,2020-03-11,23.0
PB,2020-03-11,53
PG,2020-03-11,98.5
NC,2020-03-11,56
NH,2020-03-11,0
PC,2020-03-11,5
NA,2020-03-11,26
PF,2020-03-11,0
PE,2020-03-11,78
PK,2020-03-11,25
NI,2020-03-11,5
NJ,2020-03-11,1
NG,2020-03-11,3
NK,2020-03-11,0
NL,2020-03-11,77
PH ,2020-03-11,0
NN,2020-03-10,115.0
NE,2020-03-10,2
ND,2020-03-10,21.5
PH,2020-03-10,204
PA,2020-03-10,82
PD,2020-03-10,62
NB,2020-03-10,7
PB,2020-03-10,53
PG,2020-03-10,56
NC,2020-03-10,24
NH,2020-03-10,-1.5
PC,2020-03-10,13
NA,2020-03-10,15
PF,2020-03-10,-2
PE,2020-03-10,23
PK,2020-03-10,60
NI,2020-03-10,14
NJ,2020-03-10,11
NG,2020-03-10,5
NK,2020-03-10,0
NL,2020-03-10,31.5
PH ,2020-03-10,0
NN,2020-03-09,91.0
NE,2020-03-09,23
ND,2020-03-09,19.5
PH,2020-03-09,248
PA,2020-03-09,85
PD,2020-03-09,84
NB,2020-03-09,19
PB,2020-03-09,62
PG,2020-03-09,107.5
NC,2020-03-09,67.5
NH,2020-03-09,5
PC,2020-03-09,9
NA,2020-03-09,30
PF,2020-03-09,5
PE,2020-03-09,54
PK,2020-03-09,94.5
NI,2020-03-09,9
NJ,2020-03-09,15
NG,2020-03-09,0
NK,2020-03-09,0
NL,2020-03-09,25
PH ,2020-03-09,0
NN,2020-03-08,187.5
NE,2020-03-08,36
ND,2020-03-08,58.0
PH,2020-03-08,662.5
PA,2020-03-08,272
PD,2020-03-08,218
NB,2020-03-08,50.5
PB,2020-03-08,152
PG,2020-03-08,182
NC,2020-03-08,41
NH,2020-03-08,25
PC,2020-03-08,17
NA,2020-03-08,7
PF,2020-03-08,6
PE,2020-03-08,207
PK,2020-03-08,145
NI,2020-03-08,21
NJ,2020-03-08,20
NG,2020-03-08,0
NK,2020-03-08,0
NL,2020-03-08,109
PH ,2020-03-08,0
NN,2020-03-07,89.0
NE,2020-03-07,34
ND,2020-03-07,68
PH,2020-03-07,514.0
PA,2020-03-07,157
PD,2020-03-07,191
NB,2020-03-07,84.5
PB,2020-03-07,78
PG,2020-03-07,178
NC,2020-03-07,82
NH,2020-03-07,3
PC,2020-03-07,5
NA,2020-03-07,16
PF,2020-03-07,2
PE,2020-03-07,54
PK,2020-03-07,139
NI,2020-03-07,15
NJ,2020-03-07,1
NG,2020-03-07,0
NK,2020-03-07,0
NL,2020-03-07,98
PH ,2020-03-07,0
NN,2020-03-06,179.0
NE,2020-03-06,48
ND,2020-03-06,137
PH,2020-03-06,437.0
PA,2020-03-06,119
PD,2020-03-06,65
NB,2020-03-06,8
PB,2020-03-06,101
PG,2020-03-06,168.5
NC,2020-03-06,155.5
NH,2020-03-06,9
PC,2020-03-06,4
NA,2020-03-06,35
PF,2020-03-06,23
PE,2020-03-06,22
PK,2020-03-06,88.0
NI,2020-03-06,29.5
NJ,2020-03-06,-16
NG,2020-03-06,0
NK,2020-03-06,0
NL,2020-03-06,131.5
PH ,2020-03-06,0
NN,2020-03-05,236.5
NE,2020-03-05,4
ND,2020-03-05,54
PH,2020-03-05,374
PA,2020-03-05,77
PD,2020-03-05,108
NB,2020-03-05,33
PB,2020-03-05,102
PG,2020-03-05,106
NC,2020-03-05,73
NH,2020-03-05,0
PC,2020-03-05,20.5
NA,2020-03-05,32
PF,2020-03-05,18
PE,2020-03-05,44
PK,2020-03-05,85
NI,2020-03-05,5
NJ,2020-03-05,22
NG,2020-03-05,3
NK,2020-03-05,0
NL,2020-03-05,93
PH ,2020-03-05,0
NN,2020-03-04,191.0
NE,2020-03-04,68.5
ND,2020-03-04,61
PH,2020-03-04,503
PA,2020-03-04,180.5
PD,2020-03-04,66.5
NB,2020-03-04,55
PB,2020-03-04,99
PG,2020-03-04,155.0
NC,2020-03-04,116.5
NH,2020-03-04,6.5
PC,2020-03-04,3
NA,2020-03-04,32
PF,2020-03-04,3
PE,2020-03-04,41
PK,2020-03-04,105
NI,2020-03-04,3.5
NJ,2020-03-04,1
NG,2020-03-04,-2
NK,2020-03-04,0
NL,2020-03-04,60.5
PH ,2020-03-04,0
NN,2020-03-03,226.5
NE,2020-03-03,39
ND,2020-03-03,63.5
PH,2020-03-03,442.5
PA,2020-03-03,76.5
PD,2020-03-03,142.5
NB,2020-03-03,33
PB,2020-03-03,35
PG,2020-03-03,218
NC,2020-03-03,123
NH,2020-03-03,18
PC,2020-03-03,14
NA,2020-03-03,35
PF,2020-03-03,7
PE,2020-03-03,110
PK,2020-03-03,104.5
NI,2020-03-03,9
NJ,2020-03-03,-9
NG,2020-03-03,9
NK,2020-03-03,0
NL,2020-03-03,106.5
PH ,2020-03-03,0
NN,2020-02-25,186.0
NE,2020-02-25,59.5
ND,2020-02-25,19
PH,2020-02-25,544
PA,2020-02-25,100
PD,2020-02-25,144
NB,2020-02-25,141
PB,2020-02-25,64
PG,2020-02-25,77
NC,2020-02-25,240.5
NH,2020-02-25,6
PC,2020-02-25,15
NA,2020-02-25,57
PF,2020-02-25,25
PE,2020-02-25,124
PK,2020-02-25,114
NI,2020-02-25,-6
NJ,2020-02-25,3.5
NG,2020-02-25,2
NK,2020-02-25,0
NL,2020-02-25,94.5
PH ,2020-02-25,0
NN,2020-03-02,256.5
NE,2020-03-02,55
ND,2020-03-02,56
PH,2020-03-02,352.5
PA,2020-03-02,151
PD,2020-03-02,122
NB,2020-03-02,66
PB,2020-03-02,110
PG,2020-03-02,165
NC,2020-03-02,74
NH,2020-03-02,20
PC,2020-03-02,14
NA,2020-03-02,28
PF,2020-03-02,-1
PE,2020-03-02,103
PK,2020-03-02,108
NI,2020-03-02,14
NJ,2020-03-02,-7
NG,2020-03-02,9
NK,2020-03-02,0
NL,2020-03-02,70
PH ,2020-03-02,0
NN,2020-03-01,257.0
NE,2020-03-01,19.5
ND,2020-03-01,33
PH,2020-03-01,494.5
PA,2020-03-01,185
PD,2020-03-01,84
NB,2020-03-01,71
PB,2020-03-01,69
PG,2020-03-01,132
NC,2020-03-01,79.5
NH,2020-03-01,10
PC,2020-03-01,5
NA,2020-03-01,34
PF,2020-03-01,2
PE,2020-03-01,83
PK,2020-03-01,111.5
NI,2020-03-01,14
NJ,2020-03-01,31
NG,2020-03-01,0
NK,2020-03-01,0
NL,2020-03-01,84.5
PH ,2020-03-01,0
NN,2020-02-29,368.0
NE,2020-02-29,111
ND,2020-02-29,168
PH,2020-02-29,747.0
PA,2020-02-29,168
PD,2020-02-29,96
NB,2020-02-29,47
PB,2020-02-29,65
PG,2020-02-29,102
NC,2020-02-29,53
NH,2020-02-29,22
PC,2020-02-29,10
NA,2020-02-29,82
PF,2020-02-29,32
PE,2020-02-29,66
PK,2020-02-29,71
NI,2020-02-29,26
NJ,2020-02-29,60
NG,2020-02-29,3
NK,2020-02-29,-7
NL,2020-02-29,112
PH ,2020-02-29,0
NN,2020-02-28,453.5
NE,2020-02-28,122.0
ND,2020-02-28,148
PH,2020-02-28,690.5
PA,2020-02-28,196
PD,2020-02-28,214
NB,2020-02-28,58
PB,2020-02-28,170.5
PG,2020-02-28,202.0
NC,2020-02-28,74.0
NH,2020-02-28,12
PC,2020-02-28,36
NA,2020-02-28,64
PF,2020-02-28,6
PE,2020-02-28,140
PK,2020-02-28,148
NI,2020-02-28,23
NJ,2020-02-28,5
NG,2020-02-28,10
NK,2020-02-28,0
NL,2020-02-28,180
PH ,2020-02-28,0
NN,2020-02-27,387.0
NE,2020-02-27,77.0
ND,2020-02-27,134.5
PH,2020-02-27,669.0
PA,2020-02-27,179.0
PD,2020-02-27,66
NB,2020-02-27,48
PB,2020-02-27,117.5
PG,2020-02-27,176.5
NC,2020-02-27,194.5
NH,2020-02-27,22
PC,2020-02-27,46.5
NA,2020-02-27,38
PF,2020-02-27,7
PE,2020-02-27,120
PK,2020-02-27,120.5
NI,2020-02-27,28.5
NJ,2020-02-27,35
NG,2020-02-27,0
NK,2020-02-27,0
NL,2020-02-27,359.5
PH ,2020-02-27,0
NN,2020-02-26,188.5
NE,2020-02-26,72.0
ND,2020-02-26,67
PH,2020-02-26,631.0
PA,2020-02-26,126
PD,2020-02-26,72
NB,2020-02-26,87
PB,2020-02-26,76
PG,2020-02-26,85
NC,2020-02-26,130
NH,2020-02-26,-2
PC,2020-02-26,2
NA,2020-02-26,40
PF,2020-02-26,5
PE,2020-02-26,112
PK,2020-02-26,148.5
NI,2020-02-26,10
NJ,2020-02-26,-3.5
NG,2020-02-26,10
NK,2020-02-26,0
NL,2020-02-26,178
PH ,2020-02-26,0
NN,2020-02-24,238.5
NE,2020-02-24,17
ND,2020-02-24,99
PH,2020-02-24,555.5
PA,2020-02-24,122
PD,2020-02-24,144
NB,2020-02-24,101
PB,2020-02-24,151.0
PG,2020-02-24,102
NC,2020-02-24,124.5
NH,2020-02-24,25
PC,2020-02-24,20
NA,2020-02-24,67
PF,2020-02-24,6
PE,2020-02-24,110
PK,2020-02-24,175
NI,2020-02-24,23
NJ,2020-02-24,17
NG,2020-02-24,7
NK,2020-02-24,0
NL,2020-02-24,193
PH ,2020-02-24,0
NN,2020-02-23,177.5
NE,2020-02-23,57.5
ND,2020-02-23,64
PH,2020-02-23,543
PA,2020-02-23,127
PD,2020-02-23,158
NB,2020-02-23,49
PB,2020-02-23,65
PG,2020-02-23,94
NC,2020-02-23,87
NH,2020-02-23,22
PC,2020-02-23,3
NA,2020-02-23,40
PF,2020-02-23,1
PE,2020-02-23,88
PK,2020-02-23,46
NI,2020-02-23,22
NJ,2020-02-23,13
NG,2020-02-23,-7
NK,2020-02-23,0
NL,2020-02-23,197.5
PH ,2020-02-23,0
NN,2020-02-22,197.0
NE,2020-02-22,-16.5
ND,2020-02-22,14
PH,2020-02-22,250
PA,2020-02-22,39
PD,2020-02-22,110
NB,2020-02-22,25
PB,2020-02-22,39
PG,2020-02-22,103.5
NC,2020-02-22,72.5
NH,2020-02-22,17
PC,2020-02-22,0
NA,2020-02-22,2
PF,2020-02-22,0
PE,2020-02-22,42
PK,2020-02-22,54
NI,2020-02-22,5
NJ,2020-02-22,27
NG,2020-02-22,0
NK,2020-02-22,0
NL,2020-02-22,73
PH ,2020-02-22,0
NN,2020-02-21,148.5
NE,2020-02-21,23.5
ND,2020-02-21,13
PH,2020-02-21,176
PA,2020-02-21,84
PD,2020-02-21,61
NB,2020-02-21,44
PB,2020-02-21,90
PG,2020-02-21,57.5
NC,2020-02-21,69
NH,2020-02-21,23
PC,2020-02-21,7
NA,2020-02-21,34
PF,2020-02-21,1
PE,2020-02-21,36
PK,2020-02-21,67
NI,2020-02-21,13
NJ,2020-02-21,7
NG,2020-02-21,3
NK,2020-02-21,0
NL,2020-02-21,66
PH ,2020-02-21,0
NN,2020-02-20,263
NE,2020-02-20,33.5
ND,2020-02-20,87.5
PH,2020-02-20,334.0
PA,2020-02-20,160
PD,2020-02-20,52
NB,2020-02-20,67
PB,2020-02-20,27
PG,2020-02-20,71
NC,2020-02-20,97.0
NH,2020-02-20,0
PC,2020-02-20,19
NA,2020-02-20,20
PF,2020-02-20,16
PE,2020-02-20,51
PK,2020-02-20,71.5
NI,2020-02-20,3
NJ,2020-02-20,40
NG,2020-02-20,16
NK,2020-02-20,0
NL,2020-02-20,186
PH ,2020-02-20,0
NN,2020-02-19,134
NE,2020-02-19,17
ND,2020-02-19,23
PH,2020-02-19,140
PA,2020-02-19,15
PD,2020-02-19,10
NB,2020-02-19,24
PB,2020-02-19,15
PG,2020-02-19,20
NC,2020-02-19,6
NH,2020-02-19,7
PC,2020-02-19,0
NA,2020-02-19,7
PF,2020-02-19,0
PE,2020-02-19,19
PK,2020-02-19,20
NI,2020-02-19,4
NJ,2020-02-19,0
NG,2020-02-19,0
NK,2020-02-19,0
NL,2020-02-19,12
PH ,2020-02-19,0
NN,2020-02-18,236.5
NE,2020-02-18,57
ND,2020-02-18,53
PH,2020-02-18,300.5
PA,2020-02-18,61
PD,2020-02-18,122.5
NB,2020-02-18,69.5
PB,2020-02-18,38
PG,2020-02-18,100
NC,2020-02-18,81
NH,2020-02-18,0
PC,2020-02-18,7
NA,2020-02-18,25
PF,2020-02-18,0
PE,2020-02-18,30
PK,2020-02-18,75
NI,2020-02-18,-6
NJ,2020-02-18,23
NG,2020-02-18,0
NK,2020-02-18,0
NL,2020-02-18,113
PH ,2020-02-18,0
NN,2020-02-17,220.0
NE,2020-02-17,24
ND,2020-02-17,78
PH,2020-02-17,428
PA,2020-02-17,154.5
PD,2020-02-17,93
NB,2020-02-17,36
PB,2020-02-17,65
PG,2020-02-17,104
NC,2020-02-17,37.5
NH,2020-02-17,8
PC,2020-02-17,7
NA,2020-02-17,25
PF,2020-02-17,4
PE,2020-02-17,62
PK,2020-02-17,62
NI,2020-02-17,33
NJ,2020-02-17,12
NG,2020-02-17,5
NK,2020-02-17,0
NL,2020-02-17,108
PH ,2020-02-17,0
NN,2020-02-16,349.0
NE,2020-02-16,29
ND,2020-02-16,89.5
PH,2020-02-16,476.5
PA,2020-02-16,134
PD,2020-02-16,112.5
NB,2020-02-16,15
PB,2020-02-16,75
PG,2020-02-16,96.5
NC,2020-02-16,88
NH,2020-02-16,24.5
PC,2020-02-16,5
NA,2020-02-16,13
PF,2020-02-16,6.5
PE,2020-02-16,15
PK,2020-02-16,119.0
NI,2020-02-16,-4
NJ,2020-02-16,42
NG,2020-02-16,18
NK,2020-02-16,0
NL,2020-02-16,113
