senti,date,weight
PH ,2020-02-16,0
NN,2020-02-15,116
NE,2020-02-15,39.5
ND,2020-02-15,20
PH,2020-02-15,298
PA,2020-02-15,127.5
PD,2020-02-15,33
NB,2020-02-15,27
PB,2020-02-15,105.5
PG,2020-02-15,91
NC,2020-02-15,63
NH,2020-02-15,15
PC,2020-02-15,5
NA,2020-02-15,-7
PF,2020-02-15,6
PE,2020-02-15,69
PK,2020-02-15,76
NI,2020-02-15,12
NJ,2020-02-15,30
NG,2020-02-15,11
NK,2020-02-15,7
NL,2020-02-15,93
PH ,2020-02-15,0
NN,2020-02-14,131.0
NE,2020-02-14,44
ND,2020-02-14,29.0
PH,2020-02-14,481.0
PA,2020-02-14,192
PD,2020-02-14,49
NB,2020-02-14,56
PB,2020-02-14,42.5
PG,2020-02-14,103.5
NC,2020-02-14,66
NH,2020-02-14,6
PC,2020-02-14,-0.5
NA,2020-02-14,26
PF,2020-02-14,16
PE,2020-02-14,118
PK,2020-02-14,94
NI,2020-02-14,5
NJ,2020-02-14,24
NG,2020-02-14,3
NK,2020-02-14,0
NL,2020-02-14,68
PH ,2020-02-14,0
NN,2020-02-13,297.0
NE,2020-02-13,84.5
ND,2020-02-13,62
PH,2020-02-13,354.0
PA,2020-02-13,115
PD,2020-02-13,79
NB,2020-02-13,62
PB,2020-02-13,111
PG,2020-02-13,133
NC,2020-02-13,99
NH,2020-02-13,14
PC,2020-02-13,13
NA,2020-02-13,23
PF,2020-02-13,1
PE,2020-02-13,64
PK,2020-02-13,123
NI,2020-02-13,32
NJ,2020-02-13,35
NG,2020-02-13,6
NK,2020-02-13,0
NL,2020-02-13,100
PH ,2020-02-13,0
NN,2020-02-12,161
NE,2020-02-12,40
ND,2020-02-12,19.5
PH,2020-02-12,378
PA,2020-02-12,83.5
PD,2020-02-12,62
NB,2020-02-12,43
PB,2020-02-12,57
PG,2020-02-12,79
NC,2020-02-12,66
NH,2020-02-12,9
PC,2020-02-12,16.5
NA,2020-02-12,6
PF,2020-02-12,4
PE,2020-02-12,31
PK,2020-02-12,51
NI,2020-02-12,7
NJ,2020-02-12,1
NG,2020-02-12,8
NK,2020-02-12,0
NL,2020-02-12,59.5
PH ,2020-02-12,0
NN,2020-02-11,231.5
NE,2020-02-11,34
ND,2020-02-11,50.5
PH,2020-02-11,350.0
PA,2020-02-11,63
PD,2020-02-11,83
NB,2020-02-11,58
PB,2020-02-11,39
PG,2020-02-11,110
NC,2020-02-11,48.5
NH,2020-02-11,13
PC,2020-02-11,3
NA,2020-02-11,7
PF,2020-02-11,5
PE,2020-02-11,69.5
PK,2020-02-11,50
NI,2020-02-11,22
NJ,2020-02-11,24
NG,2020-02-11,0
NK,2020-02-11,0
NL,2020-02-11,100
PH ,2020-02-11,0
NN,2020-02-10,176
NE,2020-02-10,56
ND,2020-02-10,32
PH,2020-02-10,293
PA,2020-02-10,167
PD,2020-02-10,74
NB,2020-02-10,25
PB,2020-02-10,65.5
PG,2020-02-10,62
NC,2020-02-10,79
NH,2020-02-10,13
PC,2020-02-10,9
NA,2020-02-10,12
PF,2020-02-10,4
PE,2020-02-10,60
PK,2020-02-10,92
NI,2020-02-10,55
NJ,2020-02-10,12
NG,2020-02-10,3
NK,2020-02-10,0
NL,2020-02-10,54.5
PH ,2020-02-10,0
NN,2020-02-09,383.0
NE,2020-02-09,50.5
ND,2020-02-09,97.5
PH,2020-02-09,626.0
PA,2020-02-09,314.5
PD,2020-02-09,85
NB,2020-02-09,117.5
PB,2020-02-09,183
PG,2020-02-09,269
NC,2020-02-09,277.5
NH,2020-02-09,16
PC,2020-02-09,-4
NA,2020-02-09,49
PF,2020-02-09,5
PE,2020-02-09,144
PK,2020-02-09,216.0
NI,2020-02-09,24
NJ,2020-02-09,29
NG,2020-02-09,18
NK,2020-02-09,0
NL,2020-02-09,200.0
PH ,2020-02-09,0
NN,2020-02-08,341.0
NE,2020-02-08,77
ND,2020-02-08,86
PH,2020-02-08,507.5
PA,2020-02-08,403
PD,2020-02-08,155
NB,2020-02-08,94
PB,2020-02-08,158.5
PG,2020-02-08,236
NC,2020-02-08,160
NH,2020-02-08,17.5
PC,2020-02-08,14
NA,2020-02-08,58
PF,2020-02-08,0
PE,2020-02-08,235.5
PK,2020-02-08,189.5
NI,2020-02-08,4
NJ,2020-02-08,16
NG,2020-02-08,3
NK,2020-02-08,0
NL,2020-02-08,217
PH ,2020-02-08,0
NN,2020-02-07,516.5
NE,2020-02-07,80
ND,2020-02-07,175
PH,2020-02-07,765.0
PA,2020-02-07,146.5
PD,2020-02-07,139.5
NB,2020-02-07,141
PB,2020-02-07,224.5
PG,2020-02-07,183
NC,2020-02-07,158.5
NH,2020-02-07,40
PC,2020-02-07,19
NA,2020-02-07,50.5
PF,2020-02-07,17
PE,2020-02-07,32.5
PK,2020-02-07,217.5
NI,2020-02-07,41
NJ,2020-02-07,10
NG,2020-02-07,2
NK,2020-02-07,0
NL,2020-02-07,280.5
PH ,2020-02-07,0
NN,2020-02-06,417.5
NE,2020-02-06,74.5
ND,2020-02-06,128
PH,2020-02-06,633.0
PA,2020-02-06,232
PD,2020-02-06,107.0
NB,2020-02-06,145.5
PB,2020-02-06,126.5
PG,2020-02-06,163.5
NC,2020-02-06,124
NH,2020-02-06,5
PC,2020-02-06,12
NA,2020-02-06,29
PF,2020-02-06,6
PE,2020-02-06,119
PK,2020-02-06,152.0
NI,2020-02-06,37
NJ,2020-02-06,41
NG,2020-02-06,-4
NK,2020-02-06,0
NL,2020-02-06,213
PH ,2020-02-06,0
NN,2020-02-05,299.0
NE,2020-02-05,42
ND,2020-02-05,57
PH,2020-02-05,438.0
PA,2020-02-05,197.5
PD,2020-02-05,51
NB,2020-02-05,76.5
PB,2020-02-05,151.5
PG,2020-02-05,210
NC,2020-02-05,167.0
NH,2020-02-05,23
PC,2020-02-05,5
NA,2020-02-05,7
PF,2020-02-05,1
PE,2020-02-05,149
PK,2020-02-05,170
NI,2020-02-05,29
NJ,2020-02-05,102
NG,2020-02-05,9
NK,2020-02-05,0
NL,2020-02-05,124
PH ,2020-02-05,0
NN,2020-02-04,768.5
NE,2020-02-04,109.5
ND,2020-02-04,104.5
PH,2020-02-04,842.0
PA,2020-02-04,326
PD,2020-02-04,118
NB,2020-02-04,121.0
PB,2020-02-04,237.0
PG,2020-02-04,398.5
NC,2020-02-04,211.0
NH,2020-02-04,45
PC,2020-02-04,20
NA,2020-02-04,35
PF,2020-02-04,5
PE,2020-02-04,96
PK,2020-02-04,214
NI,2020-02-04,39.5
NJ,2020-02-04,81
NG,2020-02-04,-5
NK,2020-02-04,0
NL,2020-02-04,130.5
PH ,2020-02-04,0
NN,2020-02-03,322.0
NE,2020-02-03,100
ND,2020-02-03,121.0
PH,2020-02-03,772.0
PA,2020-02-03,216.5
PD,2020-02-03,101
NB,2020-02-03,87
PB,2020-02-03,141
PG,2020-02-03,299.0
NC,2020-02-03,101
NH,2020-02-03,23
PC,2020-02-03,10
NA,2020-02-03,63
PF,2020-02-03,13
PE,2020-02-03,177.0
PK,2020-02-03,224
NI,2020-02-03,12.5
NJ,2020-02-03,47.5
NG,2020-02-03,7
NK,2020-02-03,0
NL,2020-02-03,137
PH ,2020-02-03,0
NN,2020-02-02,601.0
NE,2020-02-02,80.5
ND,2020-02-02,101
PH,2020-02-02,805
PA,2020-02-02,241.0
PD,2020-02-02,133
NB,2020-02-02,124.5
PB,2020-02-02,112
PG,2020-02-02,327.0
NC,2020-02-02,179
NH,2020-02-02,20
PC,2020-02-02,22
NA,2020-02-02,42
PF,2020-02-02,14
PE,2020-02-02,83.5
PK,2020-02-02,238
NI,2020-02-02,9
NJ,2020-02-02,48
NG,2020-02-02,13
NK,2020-02-02,0
NL,2020-02-02,231
PH ,2020-02-02,0
NN,2020-02-01,423.5
NE,2020-02-01,77.5
ND,2020-02-01,134
PH,2020-02-01,579
PA,2020-02-01,119
PD,2020-02-01,69
NB,2020-02-01,71
PB,2020-02-01,48
PG,2020-02-01,122
NC,2020-02-01,184
NH,2020-02-01,49
PC,2020-02-01,25
NA,2020-02-01,57
PF,2020-02-01,8
PE,2020-02-01,47
PK,2020-02-01,74
NI,2020-02-01,58
NJ,2020-02-01,21
NG,2020-02-01,3
NK,2020-02-01,0
NL,2020-02-01,149.5
PH ,2020-02-01,0
NN,2020-01-31,622.0
NE,2020-01-31,147
ND,2020-01-31,216.5
PH,2020-01-31,877.0
PA,2020-01-31,251.5
PD,2020-01-31,90
NB,2020-01-31,42
PB,2020-01-31,133
PG,2020-01-31,403.0
NC,2020-01-31,288.0
NH,2020-01-31,78.0
PC,2020-01-31,49
NA,2020-01-31,50.5
PF,2020-01-31,14
PE,2020-01-31,112.5
PK,2020-01-31,213
NI,2020-01-31,78
NJ,2020-01-31,151
NG,2020-01-31,11
NK,2020-01-31,0
NL,2020-01-31,298.5
PH ,2020-01-31,0
NN,2020-01-30,390.5
NE,2020-01-30,72.5
ND,2020-01-30,143
PH,2020-01-30,431.0
PA,2020-01-30,163
PD,2020-01-30,113
NB,2020-01-30,54
PB,2020-01-30,177
PG,2020-01-30,156.5
NC,2020-01-30,114.5
NH,2020-01-30,51
PC,2020-01-30,24.5
NA,2020-01-30,31
PF,2020-01-30,3
PE,2020-01-30,47.5
PK,2020-01-30,164.5
NI,2020-01-30,30
NJ,2020-01-30,34.5
NG,2020-01-30,16
NK,2020-01-30,0
NL,2020-01-30,148.5
PH ,2020-01-30,0
NN,2020-01-29,368.0
NE,2020-01-29,162
ND,2020-01-29,152
PH,2020-01-29,560.0
PA,2020-01-29,218
PD,2020-01-29,67
NB,2020-01-29,57
PB,2020-01-29,184.5
PG,2020-01-29,168
NC,2020-01-29,187.5
NH,2020-01-29,41
PC,2020-01-29,9
NA,2020-01-29,25
PF,2020-01-29,3
PE,2020-01-29,133
PK,2020-01-29,228.5
NI,2020-01-29,4
NJ,2020-01-29,45
NG,2020-01-29,3
NK,2020-01-29,0
NL,2020-01-29,222
PH ,2020-01-29,0
NN,2020-01-28,226.0
NE,2020-01-28,121.0
ND,2020-01-28,145
PH,2020-01-28,540.0
PA,2020-01-28,251
PD,2020-01-28,44
NB,2020-01-28,56
PB,2020-01-28,126
PG,2020-01-28,186.0
NC,2020-01-28,150.5
NH,2020-01-28,18
PC,2020-01-28,-6
NA,2020-01-28,10
PF,2020-01-28,16
PE,2020-01-28,59
PK,2020-01-28,165
NI,2020-01-28,14
NJ,2020-01-28,29
NG,2020-01-28,9
NK,2020-01-28,0
NL,2020-01-28,179
PH ,2020-01-28,0
NN,2020-01-27,507.0
NE,2020-01-27,163.5
ND,2020-01-27,151.5
PH,2020-01-27,673.5
PA,2020-01-27,266.0
PD,2020-01-27,119
NB,2020-01-27,181
PB,2020-01-27,98.5
PG,2020-01-27,212.5
NC,2020-01-27,185
NH,2020-01-27,67
PC,2020-01-27,64.5
NA,2020-01-27,28
PF,2020-01-27,9
PE,2020-01-27,99
PK,2020-01-27,198.0
NI,2020-01-27,36
NJ,2020-01-27,36
NG,2020-01-27,14
NK,2020-01-27,0
NL,2020-01-27,182.0
PH ,2020-01-27,0
NN,2020-01-25,395.5
NE,2020-01-25,62.5
ND,2020-01-25,91
PH,2020-01-25,923.0
PA,2020-01-25,219
PD,2020-01-25,101
NB,2020-01-25,60
PB,2020-01-25,173.5
PG,2020-01-25,205.5
NC,2020-01-25,195.0
NH,2020-01-25,19
PC,2020-01-25,40
NA,2020-01-25,8
PF,2020-01-25,15
PE,2020-01-25,70
PK,2020-01-25,149.5
NI,2020-01-25,36
NJ,2020-01-25,25
NG,2020-01-25,3
NK,2020-01-25,0
NL,2020-01-25,143
PH ,2020-01-25,0
NN,2020-01-24,244.0
NE,2020-01-24,38.5
ND,2020-01-24,128.5
PH,2020-01-24,1578.0
PA,2020-01-24,221
PD,2020-01-24,45.0
NB,2020-01-24,56
PB,2020-01-24,152.0
PG,2020-01-24,95
NC,2020-01-24,147.5
NH,2020-01-24,22
PC,2020-01-24,16
NA,2020-01-24,40
PF,2020-01-24,18.0
PE,2020-01-24,79.5
PK,2020-01-24,244.5
NI,2020-01-24,68
NJ,2020-01-24,21
NG,2020-01-24,13
NK,2020-01-24,0
NL,2020-01-24,187
PH ,2020-01-24,0
NN,2020-01-23,587.5
NE,2020-01-23,160.5
ND,2020-01-23,123
PH,2020-01-23,880
PA,2020-01-23,264.0
PD,2020-01-23,82
NB,2020-01-23,137.5
PB,2020-01-23,248.0
PG,2020-01-23,277
NC,2020-01-23,361.5
NH,2020-01-23,49
PC,2020-01-23,49
NA,2020-01-23,57
PF,2020-01-23,21
PE,2020-01-23,52
PK,2020-01-23,314.0
NI,2020-01-23,27
NJ,2020-01-23,41.5
NG,2020-01-23,9
NK,2020-01-23,0
NL,2020-01-23,298
PH ,2020-01-23,0
NN,2020-01-22,359.0
NE,2020-01-22,91.0
ND,2020-01-22,87
PH,2020-01-22,431.0
PA,2020-01-22,150
PD,2020-01-22,158.0
NB,2020-01-22,62
PB,2020-01-22,136.5
PG,2020-01-22,103
NC,2020-01-22,300.0
NH,2020-01-22,22
PC,2020-01-22,5
NA,2020-01-22,57
PF,2020-01-22,24
PE,2020-01-22,133
PK,2020-01-22,144
NI,2020-01-22,11
NJ,2020-01-22,7
NG,2020-01-22,0
NK,2020-01-22,0
NL,2020-01-22,147
PH ,2020-01-22,0
NN,2020-01-21,148.0
NE,2020-01-21,49.5
ND,2020-01-21,46.5
PH,2020-01-21,409.5
PA,2020-01-21,164
PD,2020-01-21,72
NB,2020-01-21,66
PB,2020-01-21,52
PG,2020-01-21,60
NC,2020-01-21,168.0
NH,2020-01-21,13
PC,2020-01-21,0
NA,2020-01-21,14
PF,2020-01-21,9
PE,2020-01-21,61
PK,2020-01-21,124
NI,2020-01-21,0
NJ,2020-01-21,62
NG,2020-01-21,3
NK,2020-01-21,0
NL,2020-01-21,82.5
PH ,2020-01-21,0
NN,2020-01-20,54
NE,2020-01-20,15.5
ND,2020-01-20,44
PH,2020-01-20,102.5
PA,2020-01-20,48
PD,2020-01-20,98
NB,2020-01-20,-9
PB,2020-01-20,2.5
PG,2020-01-20,66.5
NC,2020-01-20,61
NH,2020-01-20,3
PC,2020-01-20,3
NA,2020-01-20,30.5
PF,2020-01-20,8
PE,2020-01-20,40
PK,2020-01-20,24
NI,2020-01-20,19
NJ,2020-01-20,12
NG,2020-01-20,0
NK,2020-01-20,0
NL,2020-01-20,41
PH ,2020-01-20,0
NN,2020-01-19,19
NE,2020-01-19,5.5
ND,2020-01-19,3
PH,2020-01-19,41
PA,2020-01-19,3
PD,2020-01-19,8
NB,2020-01-19,5
PB,2020-01-19,7
PG,2020-01-19,0
NC,2020-01-19,-4
NH,2020-01-19,0
PC,2020-01-19,10
NA,2020-01-19,0
PF,2020-01-19,6
PE,2020-01-19,7
PK,2020-01-19,5
NI,2020-01-19,-7
NJ,2020-01-19,0
NG,2020-01-19,0
NK,2020-01-19,0
NL,2020-01-19,13
PH ,2020-01-19,0
NN,2020-01-18,51
NE,2020-01-18,8
ND,2020-01-18,4
PH,2020-01-18,13
PA,2020-01-18,5
PD,2020-01-18,0
NB,2020-01-18,0
PB,2020-01-18,10
PG,2020-01-18,6
NC,2020-01-18,19
NH,2020-01-18,0
PC,2020-01-18,5
NA,2020-01-18,0
PF,2020-01-18,1
PE,2020-01-18,14
PK,2020-01-18,25
NI,2020-01-18,15
NJ,2020-01-18,0
NG,2020-01-18,0
NK,2020-01-18,0
NL,2020-01-18,15
PH ,2020-01-18,0
NN,2020-01-17,0
NE,2020-01-17,0
ND,2020-01-17,0
PH,2020-01-17,0
PA,2020-01-17,0
PD,2020-01-17,0
NB,2020-01-17,0
PB,2020-01-17,0
PG,2020-01-17,5
NC,2020-01-17,0
NH,2020-01-17,0
PC,2020-01-17,0
NA,2020-01-17,0
PF,2020-01-17,0
PE,2020-01-17,7
PK,2020-01-17,10
NI,2020-01-17,0
NJ,2020-01-17,7
NG,2020-01-17,0
NK,2020-01-17,0
NL,2020-01-17,0
PH ,2020-01-17,0
NN,2020-01-16,10
NE,2020-01-16,5
ND,2020-01-16,9
PH,2020-01-16,0
PA,2020-01-16,4
PD,2020-01-16,0
NB,2020-01-16,0
PB,2020-01-16,0
PG,2020-01-16,-9
NC,2020-01-16,5
NH,2020-01-16,0
PC,2020-01-16,0
NA,2020-01-16,0
PF,2020-01-16,0
PE,2020-01-16,0
PK,2020-01-16,0
NI,2020-01-16,0
NJ,2020-01-16,0
NG,2020-01-16,0
NK,2020-01-16,0
NL,2020-01-16,-7
PH ,2020-01-16,0
NN,2020-01-15,5
NE,2020-01-15,0
ND,2020-01-15,5
PH,2020-01-15,13.5
PA,2020-01-15,0
PD,2020-01-15,0
NB,2020-01-15,0
PB,2020-01-15,0
PG,2020-01-15,7
NC,2020-01-15,3
NH,2020-01-15,0
PC,2020-01-15,0
NA,2020-01-15,0
PF,2020-01-15,0
PE,2020-01-15,0
PK,2020-01-15,0
NI,2020-01-15,0
NJ,2020-01-15,0
NG,2020-01-15,0
NK,2020-01-15,0
NL,2020-01-15,0
PH ,2020-01-15,0
NN,2020-01-13,12
NE,2020-01-13,11
ND,2020-01-13,0
PH,2020-01-13,25
PA,2020-01-13,14
PD,2020-01-13,0
NB,2020-01-13,0
PB,2020-01-13,13
PG,2020-01-13,0
NC,2020-01-13,20
NH,2020-01-13,7
PC,2020-01-13,0
NA,2020-01-13,0
PF,2020-01-13,0
PE,2020-01-13,0
PK,2020-01-13,0
NI,2020-01-13,0
NJ,2020-01-13,0
NG,2020-01-13,0
NK,2020-01-13,0
NL,2020-01-13,5
PH ,2020-01-13,0
NN,2020-01-12,8
NE,2020-01-12,0
ND,2020-01-12,0
PH,2020-01-12,11
PA,2020-01-12,1
PD,2020-01-12,0
NB,2020-01-12,0
PB,2020-01-12,-0.5
PG,2020-01-12,5
NC,2020-01-12,0
NH,2020-01-12,0
PC,2020-01-12,0
NA,2020-01-12,0
PF,2020-01-12,0
PE,2020-01-12,0
PK,2020-01-12,5
NI,2020-01-12,0
NJ,2020-01-12,0
NG,2020-01-12,0
NK,2020-01-12,0
NL,2020-01-12,0
PH ,2020-01-12,0
NN,2020-01-11,17
NE,2020-01-11,8
ND,2020-01-11,0
PH,2020-01-11,18
PA,2020-01-11,11
PD,2020-01-11,10
NB,2020-01-11,10
PB,2020-01-11,0
PG,2020-01-11,5
NC,2020-01-11,41.5
NH,2020-01-11,0
PC,2020-01-11,0
NA,2020-01-11,0
PF,2020-01-11,0
PE,2020-01-11,28
PK,2020-01-11,10
NI,2020-01-11,0
NJ,2020-01-11,0
NG,2020-01-11,0
NK,2020-01-11,0
NL,2020-01-11,0
PH ,2020-01-11,0
NN,2020-01-10,2.5
NE,2020-01-10,0
ND,2020-01-10,0
PH,2020-01-10,0
PA,2020-01-10,0
PD,2020-01-10,0
NB,2020-01-10,0
PB,2020-01-10,0
PG,2020-01-10,0
NC,2020-01-10,0
NH,2020-01-10,3
PC,2020-01-10,0
NA,2020-01-10,0
PF,2020-01-10,0
PE,2020-01-10,5
PK,2020-01-10,0
NI,2020-01-10,0
NJ,2020-01-10,0
NG,2020-01-10,0
NK,2020-01-10,0
NL,2020-01-10,5
PH ,2020-01-10,0
NN,2020-01-08,3
NE,2020-01-08,-1
ND,2020-01-08,0
PH,2020-01-08,0
PA,2020-01-08,0
PD,2020-01-08,0
NB,2020-01-08,0
PB,2020-01-08,0
PG,2020-01-08,0
NC,2020-01-08,0
NH,2020-01-08,0
PC,2020-01-08,5
NA,2020-01-08,0
PF,2020-01-08,0
PE,2020-01-08,0
PK,2020-01-08,0
NI,2020-01-08,0
NJ,2020-01-08,0
NG,2020-01-08,0
NK,2020-01-08,0
NL,2020-01-08,0
PH ,2020-01-08,0
NN,2020-01-06,0
NE,2020-01-06,10
ND,2020-01-06,0
PH,2020-01-06,14
PA,2020-01-06,1
PD,2020-01-06,0
NB,2020-01-06,10
PB,2020-01-06,9.5
PG,2020-01-06,6
NC,2020-01-06,-12
NH,2020-01-06,0
PC,2020-01-06,0
NA,2020-01-06,14
PF,2020-01-06,6
PE,2020-01-06,-3
PK,2020-01-06,5
NI,2020-01-06,12
NJ,2020-01-06,0
NG,2020-01-06,0
NK,2020-01-06,0
NL,2020-01-06,10
PH ,2020-01-06,0
NN,2020-01-05,4
NE,2020-01-05,0
ND,2020-01-05,0
PH,2020-01-05,7
PA,2020-01-05,3
PD,2020-01-05,0
NB,2020-01-05,0
PB,2020-01-05,5
PG,2020-01-05,0
NC,2020-01-05,7
NH,2020-01-05,0
PC,2020-01-05,0
NA,2020-01-05,0
PF,2020-01-05,0
PE,2020-01-05,0
PK,2020-01-05,0
NI,2020-01-05,0
NJ,2020-01-05,0
NG,2020-01-05,0
NK,2020-01-05,0
NL,2020-01-05,0
PH ,2020-01-05,0
NN,2020-01-03,5
NE,2020-01-03,9
ND,2020-01-03,0
PH,2020-01-03,0.5
PA,2020-01-03,1
PD,2020-01-03,5
NB,2020-01-03,0
PB,2020-01-03,0
PG,2020-01-03,3
NC,2020-01-03,0
NH,2020-01-03,0
PC,2020-01-03,9
NA,2020-01-03,0
PF,2020-01-03,1
PE,2020-01-03,7
PK,2020-01-03,0
NI,2020-01-03,0
NJ,2020-01-03,0
NG,2020-01-03,0
NK,2020-01-03,0
NL,2020-01-03,0
PH ,2020-01-03,0
NN,2020-01-02,-1
NE,2020-01-02,0
ND,2020-01-02,0
PH,2020-01-02,3
PA,2020-01-02,-2
PD,2020-01-02,0
NB,2020-01-02,0
PB,2020-01-02,0
PG,2020-01-02,0
NC,2020-01-02,3
NH,2020-01-02,0
PC,2020-01-02,0
NA,2020-01-02,0
PF,2020-01-02,0
PE,2020-01-02,0
PK,2020-01-02,0
NI,2020-01-02,0
NJ,2020-01-02,0
NG,2020-01-02,0
NK,2020-01-02,0
NL,2020-01-02,9
PH ,2020-01-02,0
NN,2019-12-31,1
NE,2019-12-31,8
ND,2019-12-31,0
PH,2019-12-31,89
PA,2019-12-31,16
PD,2019-12-31,0
NB,2019-12-31,5
PB,2019-12-31,3
PG,2019-12-31,51
NC,2019-12-31,12
NH,2019-12-31,5
PC,2019-12-31,5
NA,2019-12-31,0
PF,2019-12-31,0
PE,2019-12-31,8
PK,2019-12-31,24.5
NI,2019-12-31,7
NJ,2019-12-31,0
NG,2019-12-31,0
NK,2019-12-31,0
NL,2019-12-31,10
PH ,2019-12-31,0
NN,2019-12-30,14
NE,2019-12-30,5
ND,2019-12-30,0
PH,2019-12-30,8
PA,2019-12-30,0
PD,2019-12-30,0
NB,2019-12-30,0
PB,2019-12-30,0
PG,2019-12-30,0
NC,2019-12-30,0
NH,2019-12-30,0
PC,2019-12-30,0
NA,2019-12-30,0
PF,2019-12-30,0
PE,2019-12-30,0
PK,2019-12-30,0
NI,2019-12-30,0
NJ,2019-12-30,0
NG,2019-12-30,0
NK,2019-12-30,0
NL,2019-12-30,0
PH ,2019-12-30,0
NN,2019-12-18,8
NE,2019-12-18,0
ND,2019-12-18,3
PH,2019-12-18,8
PA,2019-12-18,0
PD,2019-12-18,7
NB,2019-12-18,0
PB,2019-12-18,5
PG,2019-12-18,-5
NC,2019-12-18,5
NH,2019-12-18,0
PC,2019-12-18,0
NA,2019-12-18,0
PF,2019-12-18,0
PE,2019-12-18,3
PK,2019-12-18,-5
NI,2019-12-18,0
NJ,2019-12-18,0
NG,2019-12-18,0
NK,2019-12-18,0
NL,2019-12-18,0
PH ,2019-12-18,0
NN,2019-12-15,0
NE,2019-12-15,0
ND,2019-12-15,0
PH,2019-12-15,7
PA,2019-12-15,0
PD,2019-12-15,15
NB,2019-12-15,7
PB,2019-12-15,0
PG,2019-12-15,0
NC,2019-12-15,0
NH,2019-12-15,0
PC,2019-12-15,0
NA,2019-12-15,0
PF,2019-12-15,0
PE,2019-12-15,0
PK,2019-12-15,0
NI,2019-12-15,0
NJ,2019-12-15,0
NG,2019-12-15,0
NK,2019-12-15,0
NL,2019-12-15,0
PH ,2019-12-15,0
NN,2019-12-13,0
NE,2019-12-13,0
ND,2019-12-13,0
PH,2019-12-13,16
PA,2019-12-13,8
PD,2019-12-13,25
NB,2019-12-13,0
PB,2019-12-13,4
PG,2019-12-13,25
NC,2019-12-13,5
NH,2019-12-13,0
PC,2019-12-13,0
NA,2019-12-13,0
PF,2019-12-13,0
PE,2019-12-13,8
PK,2019-12-13,14
NI,2019-12-13,3
NJ,2019-12-13,0
NG,2019-12-13,0
NK,2019-12-13,0
NL,2019-12-13,0
PH ,2019-12-13,0
NN,2019-12-10,2.5
NE,2019-12-10,0
ND,2019-12-10,5
PH,2019-12-10,-9
PA,2019-12-10,0
PD,2019-12-10,0
NB,2019-12-10,0
PB,2019-12-10,0
PG,2019-12-10,-9
NC,2019-12-10,0
NH,2019-12-10,0
PC,2019-12-10,0
NA,2019-12-10,0
PF,2019-12-10,0
PE,2019-12-10,0
PK,2019-12-10,0
NI,2019-12-10,0
NJ,2019-12-10,0
NG,2019-12-10,0
NK,2019-12-10,0
NL,2019-12-10,15
PH ,2019-12-10,0
